Cell_ID	Longitude	Latitude	Bird_Richness	Bird_Beta_-_Jaccard	Mammal_Richness	Mammal_Beta_-_Jaccard	Amphibian_Richness	Amphibian_Beta_-_Jaccard	Cell_Area	EcoRegions_Count	EcoRegions_Jaccard	AET	NDVI	Topographical_Range	Topographical_Average	PET	Annual_Mean_Temperature	Mean_Temperature_Diurnal_Range	Isothermality	Mean_Temperature_of_Warmest_Quarter	Mean_Temperature_of_Coldest_Quarter	Mean_Relative_Humidity	Mean_Annual_Precipitation	Precipitation_Seasonality	Precipitation_in_the_Wettest_Quarter	Precipitation_of_Driest_Quarter
1092	-107.5	34.5	220	0.217	82	0.268	13	0.133	10162.52	2	0.5	23.685	25.3	1001	2059.604	54.193	9.8861	18.4917	4.6861	19.6972	0.3694	42.673	304	69.861	163.583	36.472
1093	-107.5	35.5	223	0.162	75	0.318	8	0.5	10037.825	2	0.5	24.758	21.5	1057	2083.438	54.815	9.2472	17.4306	4.2833	19.7667	-1.0639	44.481	291.25	54.167	136.472	43.028
1094	-107.5	36.5	225	0.135	76	0.262	9	0.182	9909.995	2	0.333	25.692	20.5	636	2050.41	48.847	8.375	16.9389	4.0222	19.3222	-2.5833	47.115	331.667	37.139	126.611	52.694
1095	-107.5	37.5	220	0.134	73	0.24	8	0.273	9779.075	2	0.333	33.4	45.6	1759	2847.729	39.71	2.425	16.9472	4.2194	12.3333	-7.3528	38.981	682.028	23.833	210.694	114.833
1096	-107.5	38.5	219	0.128	70	0.247	9	0.182	9645.114	2	0	29.047	41.2	2041	2609.493	44.985	3.375	17.4194	4.0778	14.05	-7.5139	42.468	485.417	19.139	150.5	96.917
1097	-107.5	39.5	221	0.12	73	0.223	7	0.3	9508.16	2	0.333	31.578	46.6	1820	2603.944	41.347	2.925	16.3667	3.9833	13.5472	-7.4306	44.256	496.222	12.194	138.028	112.528
1098	-107.5	40.5	213	0.151	67	0.264	6	0.455	9368.262	3	0	28.95	35.5	1460	2291.34	39.623	3.9861	16.8	3.9278	15.2417	-7.2694	51.179	454.417	10.556	124.861	103.111
1099	-107.5	41.5	214	0.161	61	0.282	7	0.222	9225.472	2	0.6	20.378	13.5	1100	2174.41	43.242	4.7861	15.1639	3.6556	16.5639	-6.4917	50.75	286.583	25.5	92	49.472
1100	-107.5	42.5	212	0.128	58	0.237	6	0.333	9079.841	1	0.75	22.98	9.1	748	2031.104	40.487	5.6389	13.9694	3.3889	17.8778	-5.9056	49.064	261.028	41.333	105.75	36
1101	-107.5	43.5	211	0.121	59	0.169	5	0.5	8931.424	3	0.4	20.323	13.1	1248	1816.806	47.4	5.6194	15.7806	3.5278	18	-6.2583	51.276	301.694	46.917	129.444	38.778
1102	-107.5	44.5	211	0.098	60	0.155	6	0.4	8780.272	4	0	24.313	27.1	2181	2034.868	38.867	3.1944	14.9167	3.6278	14.7139	-7.5167	52.325	435.361	36.75	167.333	72.139
1103	-107.5	45.5	206	0.112	60	0.105	5	0.444	8626.442	3	0.25	29.36	31.7	1582	1157.174	50.722	6.9889	16.3056	3.6417	19.1389	-5.0167	59.692	401.944	46.222	172.139	55.917
1104	-107.5	46.5	200	0.127	53	0.159	5	0.444	8469.989	1	0.75	27.038	17.7	238	927.007	51.597	7.4028	16.0917	3.5083	20.1611	-5.4722	61.019	348.389	58.056	159.444	37.917
1105	-107.5	47.5	196	0.129	53	0.086	7	0.125	8310.969	1	0.5	27.602	11.2	296	841.097	50.928	6.3278	15.6917	3.3194	19.7139	-7.5306	63.821	323.861	64.361	158.556	31.111
1106	-107.5	48.5	198	0.092	48	0.186	7	0.125	8149.441	1	0.5	25.907	14.6	209	767.958	49.157	4.8639	14.9833	3.1083	18.6083	-10.025	69.904	301.778	67.806	155.972	28.028
1107	-107.5	49.5	194	0.126	45	0.21	5	0.375	7985.46	1	0.5	28.125	19.4	231	834.674	45.52	3.7972	13.9889	2.9778	17.4917	-10.8861	72.955	338.639	56.167	158.694	42.778
1108	-107.5	50.5	195	0.126	45	0.224	5	0	7819.087	1	0.5	29.445	20	302	737.611	45.828	3.3167	12.2333	2.6583	17.3111	-11.9444	72.455	349.361	54.389	158.028	47.722
1109	-107.5	51.5	196	0.121	42	0.312	5	0	7650.379	2	0.333	28.41	20	218	600.021	45.51	2.4028	12.3806	2.5528	17.1917	-14.2972	74.038	351.111	54.389	159.972	48.5
1110	-107.5	52.5	197	0.128	48	0.186	4	0.2	7479.396	2	0.5	30.98	29.4	245	582.576	44.193	1.3833	12.1444	2.4889	16.3306	-15.575	76.5	377.667	56.778	178.694	51.139
1111	-107.5	53.5	198	0.104	49	0.155	3	0.25	7306.198	2	0.333	33.727	37.3	293	617.514	41.16	0.2944	12.2306	2.5	15.1806	-16.5889	79.218	427.833	58.611	207.667	56.833
1112	-107.5	54.5	185	0.143	45	0.182	2	0.333	7130.846	2	0.333	35.215	39.7	105	488.993	42.14	0.1583	12.1528	2.4444	15.525	-17.3222	80.019	446.694	57.889	214.056	53.778
1113	-107.5	55.5	173	0.164	40	0.167	2	0	6953.399	2	0.333	36.555	32.2	130	455.132	40.837	-0.5028	11.4306	2.2639	15.275	-18.5139	80.045	452.528	56.528	212.806	52.028
1114	-107.5	56.5	160	0.121	39	0.093	2	0	6773.919	2	0	36.245	27.9	110	481.625	39.645	-1.4444	10.9639	2.1556	14.7806	-19.825	80.994	450	56.833	211.861	50.389
1115	-107.5	57.5	153	0.126	39	0.071	2	0	6592.466	1	0.5	32.345	20.4	154	526.097	36.475	-2.5917	10.7667	2.0944	14.1444	-21.3389	82.212	441.389	56.333	206.722	50.722
1116	-107.5	58.5	148	0.103	37	0.119	1	0.5	6409.102	1	0.75	29.207	20	184	470.236	34.95	-3.4639	10.6111	2	13.9167	-22.8861	82.731	410.111	50.361	182.472	52.222
1117	-107.5	59.5	142	0.096	36	0.1	1	0.5	6223.887	3	0	27.212	20	280	366.222	35.37	-4.2444	10.425	1.9278	13.7861	-24.2528	82.705	370.5	45.417	155.833	50.972
1118	-107.5	60.5	115	0.228	32	0.2	1	0	6036.884	1	0.667	26.457	20	83	486.028	33.438	-6.0667	9.7889	1.8	12.3083	-26.0167	85.205	356.361	43.417	145.806	50.389
1119	-107.5	61.5	95	0.28	30	0.25	1	0	5848.153	1	0.5	24.3	11.7	112	410.521	32.117	-7.1556	9.4111	1.7056	11.5889	-27.0806	86.404	320.194	44.361	132.028	43.389
1120	-107.5	62.5	78	0.271	29	0.216	1	0	5657.755	1	0.667	22.005	10	72	400.132	30.742	-8.3444	9.025	1.6778	10.7111	-28.0972	87.987	287.694	46.333	121.111	36.611
1121	-107.5	63.5	58	0.341	27	0.206	0	1	5465.752	2	0.333	21.267	10	67	388.035	29.983	-9.7667	8.6472	1.6	9.5611	-29.1583	89.417	263.278	48.917	113.528	31.806
1122	-107.5	64.5	51	0.261	20	0.259	0	1	5272.205	2	0	20.525	10	60	386.285	29.003	-11.1111	8.3361	1.5917	8.4333	-30.0861	90.724	240.056	52.361	106.778	27.444
1123	-107.5	65.5	46	0.258	16	0.333	0	1	5077.175	1	0.5	18.435	10	134	364.667	26.773	-12.1639	8.0528	1.5	7.5778	-30.7278	92.213	212.944	55.75	98.194	22.972
1124	-107.5	66.5	49	0.197	16	0.059	0	1	4880.723	1	0	15.76	10	482	214.646	25.083	-12.6083	7.8833	1.5	7.3278	-30.8444	93.064	178.833	60.389	86	17.806
1125	-107.5	67.5	44	0.232	16	0	0	1	4682.909	1	0	12.997	4.5	218	79.347	23.61	-13.2306	7.5528	1.4694	6.8222	-31.1583	93.788	151.75	64.389	76.556	14.194
1126	-106.5	23.5	305	0.344	74	0.367	17	0.429	11315.487	3	0.25	60.663	70	1035	194.955	135.157	24.4407	12.0556	5.8	27.9815	20.2593	70.993	834	109.185	583.222	19.259
1127	-106.5	24.5	330	0.287	85	0.346	16	0.448	11227.908	2	0.667	60.725	68.57	2565	1128.715	93.823	21.5194	13.6667	5.8444	25.0028	17.0583	57.718	1055.417	101.083	693.583	32.333
1128	-106.5	25.5	308	0.294	81	0.382	4	0.852	11136.785	2	0.667	51.625	64.4	2200	2151.736	63.465	15.3472	14.9944	5.9444	19.0972	10.6278	37.347	993.889	84.389	583.333	50.556
1129	-106.5	26.5	270	0.32	73	0.434	8	0.652	11042.146	3	0.5	49.388	50.8	1200	2381.944	60.322	13.9333	17.8694	6.0028	18.7278	8.5361	32.507	742.139	98.028	481.556	37.111
1130	-106.5	27.5	260	0.321	72	0.39	10	0.444	10944.022	2	0.5	36.23	36.7	1100	1856.597	69	16.0611	17.5028	5.4694	21.9528	9.5111	40.66	501.917	110.75	358.556	20.972
1131	-106.5	28.5	243	0.264	67	0.362	10	0.444	10842.445	2	0.5	32.972	34.6	938	1893.264	66.075	15.0417	17.1028	5.1417	21.5833	7.4944	41.563	451.778	112.417	326.611	14.556
1132	-106.5	29.5	230	0.236	70	0.3	11	0.353	10737.451	2	0.333	32.083	28.9	1175	1757.194	65.987	15.1639	17.7917	5.0972	22.4472	7.2083	46.181	397.778	103.667	272.528	20.583
1133	-106.5	30.5	224	0.248	69	0.317	11	0.313	10629.075	2	0.333	20.79	12.3	687	1360.563	69.92	16.8611	18.7028	4.9611	25.6361	7.75	45.757	254.889	87.639	159	19
1134	-106.5	31.5	237	0.177	73	0.284	10	0.412	10517.354	2	0.5	17.302	11.2	432	1260.278	71.948	17	17.8944	4.6667	26.6556	7.2917	43.361	226.583	76.167	129.778	18.5
1135	-106.5	32.5	242	0.139	81	0.25	12	0.429	10402.327	2	0.5	19.715	14.5	749	1323.347	70.95	15.4472	17.8333	4.6444	25.275	5.7361	44.41	255.472	70.694	137.5	21.889
1136	-106.5	33.5	237	0.135	82	0.255	13	0.278	10284.035	2	0.5	21.475	13.8	970	1533.882	63.928	13.8056	17.7611	4.5972	23.6944	4.0694	44.319	280.833	67.139	147.5	30.528
1137	-106.5	34.5	230	0.145	85	0.241	13	0.278	10162.52	3	0.4	26.128	23.9	1055	1790.403	57.307	11.6722	17.8917	4.4972	21.7667	1.7333	43.785	306.722	59.167	149.639	42.639
1138	-106.5	35.5	230	0.149	89	0.198	10	0.286	10037.825	3	0.4	28.512	29	1330	1977.361	58.847	10.0944	16.6278	4.2583	20.3806	0.1389	44.417	358.389	48.167	156.222	56.889
1139	-106.5	36.5	231	0.112	81	0.229	10	0.167	9909.995	2	0.5	31.375	39.9	1353	2442.097	42.428	5.4694	17.2528	4.2583	15.4917	-4.5472	45.688	476.917	36.778	181.167	80.917
1140	-106.5	37.5	224	0.129	71	0.311	9	0.182	9779.075	2	0.333	28.738	41.9	1390	2852.069	41.063	2.4111	16.7417	4.1694	12.4861	-7.7722	42.514	562.833	31.028	184.194	93.944
1141	-106.5	38.5	220	0.13	72	0.273	5	0.545	9645.114	2	0.333	26.273	39.9	1457	2978.424	33.038	0.925	16.7333	4.0056	11.5694	-9.9528	38.764	494.972	25.083	161.972	96.528
1142	-106.5	39.5	218	0.135	68	0.306	4	0.667	9508.16	2	0.5	28.218	39.3	1724	3010.944	35.458	0.5778	15.5972	3.9556	11.0139	-9.5083	34.375	527.917	14.583	151.694	115.806
1143	-106.5	40.5	219	0.144	67	0.302	5	0.5	9368.262	2	0.6	25.26	40	1160	2662.514	35.227	1.9	15.95	4.0139	12.4444	-8.4056	45.917	541.972	10.556	151.278	121.75
1144	-106.5	41.5	216	0.156	65	0.278	7	0.222	9225.472	2	0.6	25.11	31.2	1307	2382.743	40.73	4.1083	14.6194	3.8389	14.9167	-5.8556	47.639	382.306	23.833	123.611	69.028
1145	-106.5	42.5	221	0.094	59	0.234	7	0.222	9079.841	3	0.4	23.83	14.7	895	1973.368	42.095	6.0722	14.225	3.5361	17.8222	-4.7722	49.167	316.611	41.361	128.75	43.528
1146	-106.5	43.5	208	0.119	60	0.155	6	0.4	8931.424	3	0.4	27.343	14	1037	1611.604	47.765	6.5972	15.8611	3.6278	18.725	-4.8917	53.632	332.861	51.944	150.222	39.861
1147	-106.5	44.5	206	0.116	59	0.181	5	0.5	8780.272	2	0.5	27.602	25.2	1458	1403.59	49.6	6.4194	15.7083	3.5528	18.6806	-5.5528	56.353	373.333	53.194	168.333	44.222
1148	-106.5	45.5	199	0.135	55	0.203	5	0.375	8626.442	2	0.5	29.645	29.5	483	1094.583	50.315	6.95	16.0028	3.5139	19.5389	-5.5583	59.986	391.472	52.333	175.833	49.306
1149	-106.5	46.5	195	0.141	53	0.185	5	0.286	8469.989	1	0.667	28.61	15.6	323	880.535	51.867	7.025	15.4	3.3	20.2583	-6.4917	61.556	328.056	63.306	157.028	31.778
1150	-106.5	47.5	198	0.088	50	0.18	5	0.375	8310.969	1	0	28.692	10	291	786.917	51.972	6.4444	15.1889	3.1944	20.0194	-7.8139	64.132	311.917	67.667	156.917	25.722
1151	-106.5	48.5	198	0.079	46	0.233	7	0.25	8149.441	1	0.5	25.09	12	356	800.465	48.432	4.8889	13.9556	2.9389	18.8917	-10.2639	70.875	299.611	71.944	158.472	23.889
1152	-106.5	49.5	195	0.11	44	0.228	5	0.375	7985.46	1	0.5	28.273	17.9	284	802.604	45.303	3.7833	13.525	2.8694	17.7944	-11.3583	75.118	341.583	58.75	162.222	41.472
1153	-106.5	50.5	194	0.142	45	0.25	5	0	7819.087	2	0.333	29.657	18.8	183	657.917	45.94	3.3167	12.2639	2.5917	17.7222	-12.4583	74.618	356.5	50.778	156.194	51.361
1154	-106.5	51.5	200	0.123	44	0.267	4	0.2	7650.379	2	0.333	28.442	21.2	181	575.569	45.44	2.2	12.0972	2.4806	17.1639	-14.6944	74.521	347.778	53.806	156.444	48.25
1155	-106.5	52.5	197	0.151	48	0.172	4	0.2	7479.396	2	0.5	31.07	28.9	91	514.146	44.31	1.6972	12.1056	2.4806	16.7778	-15.2528	76.59	375.611	54.528	172.417	51.222
1156	-106.5	53.5	199	0.096	50	0.123	3	0.25	7306.198	2	0.5	33.532	36.4	247	537.139	42.167	0.6472	12.3528	2.525	15.7722	-16.3194	78.972	426.056	55.056	199.5	55.528
1157	-106.5	54.5	186	0.131	44	0.214	2	0.333	7130.846	1	0.667	35.612	40	234	541.257	40.325	-0.4083	11.9833	2.3944	15.1361	-17.9583	79.736	467.694	54.083	216.833	58.528
1158	-106.5	55.5	172	0.122	39	0.17	2	0	6953.399	2	0.333	36.875	34.7	120	425.701	40.03	-0.6972	11.5639	2.2722	15.3139	-18.7917	79.715	469.028	54.444	216.806	55.25
1159	-106.5	56.5	160	0.106	39	0.071	2	0	6773.919	1	0.5	36.035	28.6	152	523.174	38.337	-1.8194	10.9306	2.1583	14.5167	-20.0833	80.736	472.75	55.361	219.306	54.639
1160	-106.5	57.5	152	0.073	39	0.025	2	0	6592.466	1	0.5	32.343	20.4	196	501.444	35.862	-2.675	10.7472	2.0917	14.1667	-21.3667	81.479	451.111	55.556	209.722	52.333
1161	-106.5	58.5	147	0.081	35	0.167	1	0.5	6409.102	1	0.667	29.442	26.3	236	434.743	34.602	-3.7056	10.7889	2.0083	13.7611	-23.2028	82.653	420.861	51.028	188.944	52.889
1162	-106.5	59.5	131	0.155	34	0.15	1	0	6223.887	3	0	27.55	24.7	270	382.84	34.623	-4.9056	10.6611	1.9361	13.1417	-24.9944	83.292	387.083	47.222	167.083	51.861
1163	-106.5	60.5	108	0.265	30	0.268	1	0	6036.884	1	0.667	26.335	11.6	76	473.521	32.763	-6.5556	9.9472	1.8111	11.8667	-26.5444	85.514	364.472	45.583	152.944	49.333
1164	-106.5	61.5	84	0.294	31	0.184	1	0	5848.153	1	0	24.32	10	67	411.396	31.505	-7.6333	9.4833	1.7306	11.1639	-27.5389	87.021	325.694	46.417	137.278	42.472
1165	-106.5	62.5	73	0.284	27	0.27	1	0	5657.755	1	0.5	22.348	10	72	376.403	30.795	-8.7639	9.0667	1.6806	10.3778	-28.4722	88.75	289.611	48.528	124.583	35.667
1166	-106.5	63.5	55	0.337	25	0.219	0	1	5465.752	2	0	21.573	10	42	379.5	29.87	-10.0611	8.6556	1.6	9.3083	-29.4333	90.222	261.639	51.083	115.333	30.639
1167	-106.5	64.5	51	0.203	19	0.296	0	1	5272.205	1	0.5	20.285	10	83	366.514	28.788	-11.2111	8.3056	1.5556	8.3694	-30.2167	91.278	234.75	53.417	106.111	26.222
1168	-106.5	65.5	46	0.207	15	0.286	0	1	5077.175	1	0.5	17.767	10	136	314.25	26.473	-12.2278	7.9944	1.5	7.525	-30.8361	92.744	209.028	56.861	97.556	22.278
1169	-106.5	66.5	49	0.109	15	0.118	0	1	4880.723	1	0	14.86	10	211	260.729	24.02	-13.0361	7.6667	1.4944	6.8583	-31.2583	93.542	183.861	59.417	88.472	18.722
1170	-106.5	67.5	44	0.17	15	0.063	0	1	4682.909	1	0	12.79	10	158	159.944	22.962	-13.5972	7.3889	1.4028	6.4056	-31.5833	94	158.694	62.25	78.806	15.5
1171	-105.5	20.5	305	0.355	86	0.289	10	0.615	11556.685	3	0.5	71.37	70.2	1922	456.36	105.92	24.2478	13.0957	6.8652	26.5522	21.4	71.037	1247.478	114.87	891.739	17.304
1172	-105.5	22.5	338	0.278	84	0.418	21	0.486	11399.493	3	0.5	75.833	70.46	1843	322.252	136.76	23.6033	11.7033	6.08	26.62	19.9	75.444	1154.133	112.6	833.967	16.267
1173	-105.5	23.5	362	0.222	101	0.289	16	0.529	11315.487	2	0.6	67.825	68	2750	1482.292	100.26	17.8583	12.4833	5.8556	21.3139	13.6917	62.208	1087.778	93.528	686.167	42.139
1174	-105.5	24.5	308	0.335	77	0.469	7	0.781	11227.908	3	0.4	50.205	57.4	1550	2346.875	63.352	13.6889	14.5944	5.9778	17.5389	9.1472	40.936	881.167	94.139	552.833	41.972
1175	-105.5	25.5	285	0.307	74	0.464	10	0.643	11136.785	3	0.25	43.365	44.7	1400	2147.813	69.56	15.7278	17.825	5.9861	20.2639	10.2444	39.278	593.639	102.278	392.556	23.222
1176	-105.5	26.5	247	0.331	74	0.383	10	0.333	11042.146	2	0.6	41.867	36.1	1150	1946.25	69.8	16.7528	18.2444	5.725	21.9917	10.4389	39.771	494.667	107.806	343.639	15.389
1177	-105.5	27.5	232	0.259	73	0.291	11	0.313	10944.022	2	0.5	31.625	25	800	1480.208	76.4	17.9389	16.625	5.0667	24.4417	10.5167	45.174	393.917	106.75	276.778	15.5
1178	-105.5	28.5	227	0.201	72	0.273	11	0.267	10842.445	3	0	26.46	24.2	665	1307.979	77.282	18.575	16.1	4.7056	26.1	10.1361	46.382	329.444	100.306	219.306	14.833
1179	-105.5	29.5	221	0.188	65	0.33	11	0.214	10737.451	2	0.333	24.72	10.7	724	1347.868	77.74	17.4167	16.25	4.6806	25.2861	8.6528	47.5	286.917	108.111	199.083	9.861
1180	-105.5	30.5	225	0.188	66	0.305	11	0.214	10629.075	2	0.5	21.793	10	742	1325.66	72.998	16.3833	16.9944	4.7028	25.1611	7.025	46.951	268.583	92.139	168.778	15.389
1181	-105.5	31.5	233	0.174	76	0.248	12	0.294	10517.354	2	0.5	19.372	10	601	1348.326	70.715	15.9	17.7389	4.6944	25.25	6.3806	45.319	249.611	75.778	138.667	17.833
1182	-105.5	32.5	229	0.176	79	0.218	12	0.368	10402.327	3	0.4	27.813	19.9	1616	1671.729	57.297	13.5056	16.425	4.6639	22.3528	4.7333	46.035	340	69.778	180.472	32.778
1183	-105.5	33.5	229	0.164	76	0.296	11	0.389	10284.035	3	0.4	35.64	34.4	1411	1916.604	53.083	11.5222	16.6	4.6667	20.5611	2.7333	46.59	391.889	70.583	209.389	45.139
1184	-105.5	34.5	231	0.132	73	0.336	9	0.471	10162.52	1	0.8	27.637	24	695	1875.313	56.195	11.0639	17.4806	4.5167	20.9583	1.35	46.396	339.833	67.083	174.5	38.833
1185	-105.5	35.5	223	0.18	80	0.279	10	0.333	10037.825	3	0.4	33.932	35.4	1830	2171.028	49.922	8.5556	17.3389	4.5194	18.1611	-0.6611	44.625	434.111	62.056	210.333	55.611
1186	-105.5	36.5	231	0.141	84	0.192	9	0.308	9909.995	3	0.25	32.845	46	1488	2587.764	41.72	5.05	17.2167	4.3639	14.7139	-4.6694	42.785	466.639	48.583	199.472	69.417
1187	-105.5	37.5	226	0.15	80	0.2	9	0.308	9779.075	3	0	22.933	36.8	1555	2588.153	41.19	4.3667	17.2556	4.1278	14.8639	-6.4639	45.313	369.333	48	153.583	52.083
1188	-105.5	38.5	228	0.13	79	0.218	8	0.385	9645.114	3	0	30.095	38.6	1994	2590.931	38.085	3.9583	16.775	4.125	14.3444	-6.2917	43.139	407.583	49.167	172.222	51.389
1189	-105.5	39.5	224	0.164	79	0.21	6	0.5	9508.16	2	0.5	31.777	37.3	2130	2699.813	39.535	2.7972	15.7917	4.0944	12.9806	-6.7417	39.764	513.806	35.278	181.417	81.056
1190	-105.5	40.5	218	0.184	79	0.177	8	0.2	9368.262	3	0.4	29.938	39.8	1987	2438.09	40.06	3.9667	15.0389	3.9917	14.2222	-5.4694	46.014	495.528	33.139	171.333	79.667
1191	-105.5	41.5	214	0.186	71	0.22	6	0.4	9225.472	4	0	26.115	28.3	1021	2160.521	42.24	5.1889	14.9778	3.9167	15.9667	-4.5778	49.847	359.278	45.917	149.167	40.306
1192	-105.5	42.5	209	0.161	64	0.256	7	0.222	9079.841	3	0.4	27.365	24.7	1176	1847.181	44.403	6.2528	15.0667	3.775	17.5889	-4.0694	51.66	356.528	51.583	156.556	39.278
1193	-105.5	43.5	198	0.192	55	0.321	7	0.222	8931.424	1	0.8	27.435	13.9	477	1518.889	47.532	7.0611	15.4028	3.5417	19.4139	-4.55	55.007	348.167	57.528	161.889	34.972
1194	-105.5	44.5	197	0.151	55	0.276	6	0.25	8780.272	1	0.75	31.36	20	442	1306.271	48.66	6.7889	15.2417	3.4306	19.4361	-5.6139	57.282	375.694	60.306	177.472	37.972
1195	-105.5	45.5	197	0.155	53	0.254	5	0.167	8626.442	1	0.667	30.538	21.4	402	1033.639	49.748	6.9389	15.4333	3.3889	19.8972	-6.0056	59.264	367.5	58.722	171.583	38.5
1196	-105.5	46.5	196	0.125	52	0.188	5	0.167	8469.989	1	0.5	29.457	14.2	265	831.354	52.21	6.7611	15.0556	3.175	20.4444	-7.3333	61.326	334.167	64.139	161.333	29.5
1197	-105.5	47.5	199	0.083	53	0.159	5	0.375	8310.969	1	0	26.43	11.3	345	800.965	49.953	6.1611	14.6361	3.1056	19.8944	-8.2889	65.431	339.639	66.806	169.194	28.972
1198	-105.5	48.5	198	0.104	47	0.203	6	0.25	8149.441	1	0.5	27.387	16.3	281	755.458	49.49	5.0667	13.8806	2.8944	19.2722	-10.2944	72.236	320.028	70.361	165.111	25.083
1199	-105.5	49.5	196	0.133	46	0.193	5	0.286	7985.46	2	0.333	29.578	20	252	750.472	46.605	3.6694	12.8861	2.7389	17.9	-11.725	74.681	345.028	62.167	166.333	37.556
1200	-105.5	50.5	198	0.147	45	0.25	5	0	7819.087	2	0.333	30.595	20	264	594.5	46.465	3.1139	12.4389	2.5611	17.8306	-13.0694	74.264	369.167	53.111	165.444	50.444
1201	-105.5	51.5	201	0.134	45	0.25	4	0.2	7650.379	2	0.333	30.108	20	165	553.597	45.172	2.0944	11.6972	2.3778	17.2472	-14.9639	75.868	362.833	58.139	168.444	46.806
1202	-105.5	52.5	199	0.157	49	0.155	4	0	7479.396	2	0.5	33.29	24.3	155	539.944	43.013	1.1917	11.6111	2.3583	16.5306	-16.125	77.319	395.278	52.583	178.861	55.639
1203	-105.5	53.5	200	0.103	49	0.109	3	0.25	7306.198	2	0.5	34.04	35.4	178	494.056	42.038	0.1861	12.3944	2.4444	15.7472	-17.4861	79.319	439.139	52.083	198.833	57.528
1204	-105.5	54.5	186	0.127	41	0.241	2	0.333	7130.846	2	0.333	36.013	38.6	264	505.597	39.675	-0.7028	11.9083	2.3306	15.1083	-18.6306	80.292	487.917	51.472	219.167	62.056
1205	-105.5	55.5	165	0.145	39	0.152	2	0	6953.399	2	0	36.76	30.2	148	404.91	39.542	-1	11.5056	2.25	15.2056	-19.2583	80.021	494.667	52.111	222.083	59.667
1206	-105.5	56.5	156	0.114	38	0.073	2	0	6773.919	1	0.667	35.795	28.6	142	526.208	37.672	-2.0806	10.7861	2.1278	14.3583	-20.3028	80.451	495.333	52.278	222.333	59.944
1207	-105.5	57.5	146	0.104	37	0.098	1	0.5	6592.466	1	0.5	32.505	20	126	535.396	34.91	-2.9528	10.3861	2.0361	13.8778	-21.4361	81.479	476.167	51.806	213.056	58.5
1208	-105.5	58.5	140	0.108	34	0.15	1	0.5	6409.102	1	0.667	30.725	23.4	227	383.611	34.953	-3.7889	10.65	2	13.6972	-23.2083	82.535	437.472	50.139	194.167	55.139
1209	-105.5	59.5	125	0.172	33	0.154	1	0	6223.887	3	0	28.425	25	223	402.229	34.188	-5.4139	10.5528	1.9306	12.6333	-25.3917	84.424	406.583	47.944	176.639	53.139
1210	-105.5	60.5	103	0.248	31	0.225	1	0	6036.884	1	0.667	26.28	10.3	46	439.604	32.15	-6.9389	9.9139	1.8111	11.5361	-26.8389	86.271	372.528	47.5	158.972	48.194
1211	-105.5	61.5	85	0.254	31	0.139	1	0	5848.153	1	0	24.152	10	40	400.333	31.358	-7.9944	9.4806	1.7306	10.9083	-27.8333	87.75	327	48.806	141.222	40.306
1212	-105.5	62.5	70	0.222	25	0.286	1	0	5657.755	1	0.5	22.637	10	137	360.764	30.637	-9.0972	9.0778	1.6667	10.1444	-28.7333	89.5	288	50.583	126.722	33.778
1213	-105.5	63.5	52	0.342	24	0.2	0	1	5465.752	2	0	21.58	10	82	348.236	29.765	-10.3111	8.6722	1.6	9.1472	-29.6444	90.75	257.528	52.75	115.944	28.778
1214	-105.5	64.5	48	0.2	19	0.24	0	1	5272.205	1	0.5	20.258	10	164	338.486	28.115	-11.4806	8.2611	1.5306	8.1333	-30.4583	91.993	231.333	55.167	106.667	24.861
1215	-105.5	65.5	47	0.19	15	0.21	0	1	5077.175	1	0.5	17.133	10	54	298.417	25.735	-12.4583	7.9139	1.5	7.2694	-31.0389	93.25	206.639	57.639	97.5	21.444
1216	-105.5	66.5	46	0.164	15	0	0	1	4880.723	1	0	14.305	10	121	271.556	23.345	-13.3083	7.5639	1.4556	6.5111	-31.55	93.993	184.056	59.889	88.944	18.583
1217	-105.5	67.5	45	0.151	15	0	0	1	4682.909	1	0	12.467	10	150	146.257	22.78	-13.7028	7.35	1.4	6.2556	-31.7333	94.451	158.444	62.139	78.333	15.556
1218	-104.5	19.5	335	0.275	99	0.227	15	0.481	11629.825	3	0.625	71.007	75.16	2211	768.654	116.772	23.7382	13.6471	6.9029	25.5118	21.4618	66.424	1197.941	109.382	818.618	17.677
1219	-104.5	20.5	379	0.205	105	0.255	18	0.357	11556.685	4	0.556	56.803	67.4	2218	1499.41	75.558	19.5639	15.0472	6.5083	21.8	16.6139	61.799	1074.111	105.639	696.778	25.75
1220	-104.5	21.5	365	0.251	101	0.331	18	0.528	11479.9	4	0.5	56.17	68.6	1785	1050.083	79.263	21.2111	15.1	6.3806	23.8389	17.8667	66.681	998.556	114.028	701.472	20.972
1221	-104.5	22.5	328	0.27	95	0.362	9	0.75	11399.493	3	0.571	52.915	63.3	2307	1462.083	66.595	18.9194	14.2861	6.1	22.1306	14.8	65.215	840.528	104.278	564.778	19.139
1222	-104.5	23.5	293	0.346	93	0.38	10	0.688	11315.487	3	0.5	46.26	52.5	1579	2054.799	73.407	15.7194	14.4111	5.8528	19.6139	10.9417	49.958	669.417	99.694	432.306	22.778
1223	-104.5	24.5	259	0.38	78	0.469	12	0.556	11227.908	3	0.4	39.27	39	1000	2035.59	71.672	17.2611	17.1639	6.0472	21.5222	12.0806	39.026	516.139	105.806	353.278	16.5
